0,0,1,0,0,0,0,0.57735
0,0,-1,0,0,0,0,0.57735
0,0,0,0,0,0,0,-1.1547
0.66667,0,0,0.66667,0,0.66667,0,0
-0.33333,-0.57735,5.5511e-17,-0.33333,0.57735,-0.33333,-0.57735,5.5511e-17
-0.33333,0.57735,5.5511e-17,-0.33333,-0.57735,-0.33333,0.57735,5.5511e-17
-0.33333,-0.57735,5.5511e-17,-0.33333,-0.57735,0.66667,0,5.5511e-17
-0.33333,0.57735,1.1102e-16,0.66667,-4.0708e-16,-0.33333,-0.57735,2.7756e-16
0.66667,-4.0708e-16,2.7756e-16,-0.33333,0.57735,-0.33333,0.57735,0
-0.33333,0.57735,5.5511e-17,-0.33333,0.57735,0.66667,0,5.5511e-17
0.66667,-4.0708e-16,2.7756e-16,-0.33333,-0.57735,-0.33333,-0.57735,-5.5511e-17
-0.33333,-0.57735,5.5511e-17,0.66667,-4.0708e-16,-0.33333,0.57735,2.7756e-16
5.0434e-17,-8.5484e-17,0.5,0.5,-0.86603,1.0475e-16,-1.4481e-17,-0.28868
-9.1181e-17,-6.3445e-17,0.5,0.5,0.86603,-8.8586e-17,-4.7829e-17,-0.28868
-8.2249e-18,1.3663e-17,0.5,-1,4.5088e-16,2.0331e-18,2.1431e-17,-0.28868
0.5,0.86603,-5.5511e-17,-1.8728e-16,1.1688e-16,8.212e-18,2.2068e-16,0.57735
-1,2.2134e-16,-2.2204e-16,-5.7734e-17,-1.351e-17,5.8531e-17,1.0019e-17,0.57735
0.5,-0.86603,-1.6653e-16,3.0157e-17,-8.9356e-17,1.2909e-16,-2.3582e-17,0.57735
6.5563e-17,1.4936e-16,-0.5,1.6292e-16,1.8106e-17,0.5,-0.86603,-0.28868
1.8145e-17,5.008e-17,-0.5,-2.3295e-17,-5.4926e-17,-1,-9.7659e-17,-0.28868
4.0206e-17,-1.3608e-16,-0.5,1.2042e-16,-4.255e-17,0.5,0.86603,-0.28868
0.28868,0.5,0.18301,0.78868,-1.2308e-10,0.28868,-0.5,-0.10566
-0.57735,1.649e-11,0.18301,-0.39434,0.68301,0.28868,-0.5,-0.10566
0.28868,0.5,0.18301,-0.39434,-0.68301,-0.57735,-2.6009e-11,-0.10566
-0.57735,-2.6009e-11,0.18301,0.78868,7.1058e-11,-0.57735,-2.6009e-11,-0.10566
0.28868,-0.5,0.18301,-0.39434,-0.68301,0.28868,-0.5,-0.10566
