0.37619,-0.15184,0.65376,0.48362,-0.64998,0.19718,-0.12021,0.17794
-0.8033,-0.23055,-0.050843,0.50067,0.072611,-0.5327,0.072611,0.2955
-0.13368,-0.041126,-0.35574,0.077851,0.16337,-0.64607,-0.70312,-0.49263
0.39389,-0.15898,-0.72231,-0.12141,-0.1508,-0.20621,-0.68056,0.29667
-0.21214,-0.72131,-0.032745,-0.11335,0.58597,-0.55377,-0.28628,0.14879
0.76322,-0.29824,-0.45255,0.24567,-0.038177,0.41132,0.091271,0.46664
0.088753,-0.83404,-0.18393,-0.25106,-0.35733,0.40866,-0.35733,0.33257
-0.55577,0.43077,0.25392,0.17108,-0.69014,-0.39177,0.30939,0.14019
-0.36484,0.59991,0.29659,0.70954,0.009943,-0.23886,-0.40545,0.16548
0.60332,0.55808,0.048317,0.55194,-0.058528,0.34458,-0.39392,0.27126
-0.0044461,0.62271,-0.45171,0.13949,-0.35648,-0.70091,-0.2685,0.17777
-0.27009,-0.31583,0.27702,0.7822,-0.40682,-0.1066,0.45968,-0.28965
0.10297,-0.78973,0.59116,0.13743,0.083297,-0.032616,0.07398,0.56322
-0.14387,-0.20182,-0.41928,0.25935,0.047638,-0.69237,0.67114,-0.31109
-0.49817,-0.46955,0.41941,-0.070297,-0.69066,0.29398,0.2545,0.23586
-0.10612,-0.78564,-0.51383,0.21399,0.042871,-0.13087,0.3796,0.48162
0.90182,0.063529,0.1903,-0.22375,-0.3458,-0.20083,-0.26713,0.44549
0.22992,0.31082,0.068545,0.4468,-0.60049,-0.18195,-0.60049,-0.47461
0.58041,0.032641,-0.47288,-0.36237,0.085351,-0.7506,0.22195,0.14325
0.21048,-0.22027,-0.010612,0.43037,-0.47315,0.66206,-0.016285,-0.62668
-0.025719,-0.075932,-0.51624,-0.068598,-0.034708,0.71103,-0.69751,-0.24982
0.17145,-0.28012,0.11451,-0.49312,-0.5999,0.18061,-0.52124,-0.55226
0.027679,0.11061,-0.030942,-0.17767,-0.34962,-0.49986,0.11439,-0.95007
0.16959,0.27775,0.93553,-0.19075,-0.01293,-0.01866,0.026369,0.56091
-0.7909,0.18763,0.48349,-0.068001,0.38779,0.088538,-0.20566,0.48343
-0.0027103,-0.0042436,0.73788,0.56,0.67824,-0.0029787,0.00036466,0.12338
0.58149,-0.35484,0.26233,-0.10248,0.72485,-0.31925,0.38812,0.10964
-0.65227,-0.082285,-0.54111,-0.025145,0.30259,-0.027377,-0.64257,0.32011
-0.16874,0.28437,-0.8524,-0.066875,-0.078341,-0.17763,0.52087,0.42889
-0.035902,-0.23662,-0.57979,0.1129,-0.15044,0.66473,0.67675,-0.068288
-0.090414,-0.10754,0.14057,0.56808,0.47016,-0.30038,0.054766,-0.81046
0.4639,-0.26645,0.080741,0.6718,0.34559,0.35313,0.54573,-0.2176
0.001661,0.94158,0.043357,-0.31702,-0.11283,-0.10829,0.30256,0.47789
0.40074,-0.36329,0.2832,-0.82244,0.1405,-0.42587,-0.2713,-0.097196
0.18837,0.34873,0.46037,-0.64665,-0.64818,-0.32575,0.096841,-0.10251
-0.082247,0.43691,0.053468,0.43266,0.60531,0.45662,-0.47644,-0.37911
-0.20745,-0.13253,0.19863,-0.41675,0.72832,-0.019549,-0.40066,-0.60683
-0.45946,-0.35626,0.37097,-0.81129,0.01089,0.34778,-0.27722,0.039834
-0.13065,0.67912,-0.56022,0.04024,0.26632,0.53248,-0.18837,0.38685
-0.81141,0.044012,-0.33087,-0.34432,-0.12436,0.5012,0.21237,0.36497
0.63185,0.51068,-0.063672,-0.0075538,0.52729,0.35209,0.44863,0.25677
-0.098527,0.16702,-0.13946,-0.27692,0.27319,0.73353,0.19452,-0.74099
-0.39118,0.16323,-0.015573,-0.43859,-0.52745,0.20919,0.6802,-0.42004
-0.1238,0.47482,0.44529,-0.66079,0.55762,0.31282,0.22089,-0.0070156
0.27608,0.23412,-0.11266,-0.45848,0.34739,-0.16981,0.76278,-0.49805
0.78435,-0.077776,0.50969,0.36315,0.21419,0.18516,0.13549,0.47106
0.2303,0.16364,0.27385,0.05288,0.89817,0.2385,0.297,-0.47322
0.63431,-0.18568,-0.1384,0.1709,-0.56522,0.39741,-0.6087,0.014894
-0.036915,0.062578,0.26893,-0.88873,-0.011488,0.058608,0.10235,-0.6722
-0.10862,-0.5203,-0.23655,-0.5202,0.13476,-0.03942,-0.8264,-0.14704
-0.087308,-0.012547,0.37417,0.083314,-0.96281,0.0063364,0.11219,-0.48886
-0.45046,-0.079549,0.78542,0.51511,-0.20817,-0.12717,0.079528,0.41958
-0.57053,-0.01625,0.1589,0.38017,0.68402,-0.30347,-0.51117,-0.12852
0.24637,-0.43642,0.65514,-0.49338,-0.52443,0.072513,-0.23279,0.27397
0.39284,0.21426,-0.36556,0.36428,0.2157,0.89195,0.031496,-0.15391
0.18338,0.14341,0.40079,0.96291,-0.013615,0.20205,-0.16266,-0.3519
-0.55876,0.34894,0.52371,-0.5768,-0.31606,0.15528,0.27677,0.30295
0.59702,-0.71914,-0.17958,-0.23911,0.13166,-0.30748,-0.12089,0.49379
-0.36023,0.20122,-0.046442,0.59401,-0.28012,-0.73307,-0.050492,-0.43552
-0.31596,-0.35847,-0.14888,-0.37767,-0.45676,0.80504,0.02541,-0.28781
0.18709,-0.74618,0.048067,0.47089,-0.392,0.4648,0.33954,0.18032
0.26406,0.68363,0.42688,0.19205,-0.59196,-0.27763,-0.22557,0.31428
-0.015156,0.7964,0.41339,0.17941,0.48654,0.29353,-0.11463,0.39969
-0.082041,-0.64535,0.18329,0.59406,0.45172,-0.39603,0.40309,0.015945
0.47081,0.11027,-0.15658,-0.37295,-0.45473,-0.64185,-0.49182,-0.27435
0.00025453,0.028671,-0.081526,0.089288,0.031172,0.18723,-0.52136,-1.005
-0.09253,-0.3044,0.73038,-0.42507,0.66356,-0.10652,-0.12494,0.22517
0.61636,0.36995,0.33671,-0.6478,0.21579,-0.28256,0.32963,0.22022
-0.028479,0.48671,-0.45787,0.37296,0.025031,0.0073995,-0.86383,0.0037516
