.24494897427831780982161799510589e1	.2e1	.0e0	.0e0	.2e1	.0e0	.2e1	.0e0	.0e0	
.24494897427831780982161799510589e1	.11256201001295702496338962636003e1	-.92796205439337374311517655406956e0	.1764712899395465202200303352996e1	.23195178461878799801548558218905e1	.61651547809601553423051482446162e0	.50286804818117450653229622637886e0	.70206097234930829142452082235953e0	.50163128112584416689902107022962e0	
.24494897427831780982161799510589e1	.36238584125827598630522802299941e-2	-.26867111210341592782094773046718e0	.41236980392765871448716885780595e0	-.14321065174131470932777313062853e1	.15767001598063730240922298315563e1	-.47404921885370401901353455757219e0	-.41904799679461684577664416086231e0	-.2611612048010948463253805719147e1	
.24494897427831780982161799510589e1	-.2e1	.0e0	.0e0	-.2e1	.0e0	.2e1	.0e0	.0e0	
.24494897427831780982161799510589e1	-.36238584125827598630522802299941e-2	.2502539365013644171177462191122e-1	-.49153509675594650449123565995665e0	.44006923643833042459432202396187e-1	-.36379545778422099071595421754987e-1	-.16460202260234243225464250113642e1	-.14915071878828474613875590479209e1	-.2611612048010948463253805719147e1	
.24494897427831780982161799510589e1	-.11256201001295702496338962636003e1	.92796205439337374311517655406956e0	.1764712899395465202200303352996e1	-.23195178461878799801548558218905e1	-.61651547809601553423051482446162e0	.50286804818117450653229622637886e0	.70206097234930829142452082235953e0	.50163128112584416689902107022962e0	
.24494897427831780982161799510589e1	-.11256201001295702496338962636003e1	.28653514465561656419162352072057e0	-.19731251360630690895435921743195e1	-.4907077063870898984945844138446e-1	-.6687696940861957178991090617416e0	-.43094629002389480046669038421053e0	.24229413338232193125484123280638e1	.50163128112584416689902107022962e0	
.24494897427831780982161799510589e1	-.36238584125827598630522802299941e-2	.26867111210341592782094773046718e0	.41236980392765871448716885780595e0	.14321065174131470932777313062853e1	-.15767001598063730240922298315563e1	-.47404921885370401901353455757219e0	-.41904799679461684577664416086231e0	-.2611612048010948463253805719147e1	
.24494897427831780982161799510589e1	-.9986158092568106254464411095044e0	-.57978879677531289796559017672089e0	-.16490636814984042145714069562031e1	.47167513905152013550001491834448e0	.70436353209000290128501803124961e0	-.24153292279309852333100296679528e1	-.11807880415130052496703474934077e1	.22787948212741118079257879645022e-1	
.24494897427831780982161799510589e1	.32887769180937998301530741583497e0	.19963998478429784675342310792603e1	-.18105885021648392450468097073495e1	-.44849347051622368771049773232128e0	.56052697370092337183111100859584e0	.10740492188537040190963347849763e1	.11936446660361002228181922577263e1	.12386646812485061489994020979416e1	
.24494897427831780982161799510589e1	-.2e1	.0e0	.0e0	-.61803398874989484826183919204774e0	-.1902113032590307144245280279203e1	.61803398874989484826183919204774e0	.1902113032590307144245280279203e1	.0e0	
.24494897427831780982161799510589e1	.36238584125827598630522802299941e-2	-.2502539365013644171177462191122e-1	-.49153509675594650449123565995665e0	-.44006923643833042459432202396187e-1	.36379545778422099071595421754987e-1	-.16460202260234243225464250113642e1	-.14915071878828474613875590479209e1	-.2611612048010948463253805719147e1	
.24494897427831780982161799510589e1	.9986158092568106254464411095044e0	.57978879677531289796559017672089e0	-.16490636814984042145714069562031e1	-.47167513905152013550001491834448e0	-.70436353209000290128501803124961e0	-.24153292279309852333100296679528e1	-.11807880415130052496703474934077e1	.22787948212741118079257879645022e-1	
.24494897427831780982161799510589e1	.0e0	-.62235188255425911739188812547588e-1	-.29791459128072086851933749215203e1	.0e0	-.51249097151943739808599097815113e-2	.49070372613963932406377667946584e0	.0e0	.16970562748477140585833099204891e1	
.24494897427831780982161799510589e1	.11256201001295702496338962636003e1	-.28653514465561656419162352072057e0	-.19731251360630690895435921743195e1	.4907077063870898984945844138446e-1	.6687696940861957178991090617416e0	-.43094629002389480046669038421053e0	.24229413338232193125484123280638e1	.50163128112584416689902107022962e0	
.24494897427831780982161799510589e1	-.74349606892036898027543942277513e0	-.52585879127958129648087853910821e0	.79267153178348392328422595100933e0	.91059299731002933466664170162249e0	-.25182348024725320681091631486315e1	.32360679774997896963855844000777e0	.11755705045849462583536458307249e1	-.13729473667624423142473852754054e1	
.24494897427831780982161799510589e1	.20101792401041634834791852051164e0	-.14142135623730950488194249337404e1	.48989794855663561964323599021201e0	.19898723060102481054959482800427e1	.14142135623730950488194249337404e1	-.800000000000000000011e0	.15491933384829667540830961937296e1	-.84852813742385702929165496024454e0	
.24494897427831780982161799510589e1	-.32887769180937998301530741583497e0	.55088418492971773819265316101825e0	.26382512563122762990861207193997e1	.12738156420302980389657546957362e1	-.11946938690916792619633681512233e1	-.20119336947653361693378295913081e0	-.57686150600119292695537145811549e-1	.12386646812485061489994020979416e1	
.24494897427831780982161799510589e1	.9986158092568106254464411095044e0	-.1438354301815324924000479086585e1	.99332923894979785025055517083584e0	-.12687517950354220915757284567537e1	.20794542995881312278952112001854e1	-.14162673054760631390135175862794e1	.83706142987141358026337207762295e-1	.22787948212741118079257879645022e-1	
.24494897427831780982161799510589e1	-.32887769180937998301530741583497e0	-.19963998478429784675342310792603e1	-.18105885021648392450468097073495e1	.44849347051622368771049773232128e0	-.56052697370092337183111100859584e0	.10740492188537040190963347849763e1	.11936446660361002228181922577263e1	.12386646812485061489994020979416e1	
.24494897427831780982161799510589e1	.2e1	.0e0	.0e0	.61803398874989484826183919204774e0	.1902113032590307144245280279203e1	.61803398874989484826183919204774e0	.1902113032590307144245280279203e1	.0e0	
.24494897427831780982161799510589e1	-.20245491721095143153253418516871e1	.53930005495731601484711637608737e-1	-.74228284535236004981798827282066e-1	-.62753613775023079563769286052643e0	-.18458121458831346239607348947959e1	.59974072174335707916316302454481e0	.19313576401364273811547408926922e1	.46119589006138143193409009762819e-1	
.24494897427831780982161799510589e1	.12030019100150913473187086731622e1	-.88747011688560718580782592556126e0	.17515562713605598663553627058575e1	.23100156971875440326656813715654e1	.56338195978210768048871973601856e0	.56210735779274913049244774766276e0	.67281636480318805452710374674279e0	.5244192293385852849606812039451e0	
.24494897427831780982161799510589e1	.0e0	-.18014473569222390106134890831633e1	.23735987463535120779179600229908e1	.0e0	-.46510329211878412935117413636537e0	.15650986936031861525083083621852e0	.0e0	.16970562748477140585833099204891e1	
.24494897427831780982161799510589e1	-.9986158092568106254464411095044e0	-.50023632233646322398787796128026e0	.16749118473276512958155751797059e1	-.97724052745324980797341628718158e0	.25147749028556802798871905422632e1	-.76488251406327598380014290983125e-1	-.81347328615160041552019292313689e0	.22787948212741118079257879645022e-1	
.24494897427831780982161799510589e1	.0e0	.62235188255425911739188812547588e-1	-.29791459128072086851933749215203e1	.0e0	.51249097151943739808599097815113e-2	.49070372613963932406377667946584e0	.0e0	.16970562748477140585833099204891e1	
